id,annee,Place,Cheval,ChevalId,N°,Père/Mère,Écart au précédent,Couleurs,Propriétaire,Entraîneur,Jockey,Poids,Gain,Prim. prop.,Prim. elev.,Suppl.,Œil.,Écurie.,Éleveurs
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,--,prospect park (gb) m.ps. 3 a.,M1ZYWVMzZ092SC9aUEV4Rm9yaTNkUT09,17.0,Par: SADLER'S WELLS  et BROOKLYN'S DANCE (SHIRLEY HEIGHTS),(Corde:02),,WERTHEIMER & FRERE,C. LAFFON-PARIAS,OLIVIER  PESLIER,56 kg,,,,,,,WERTHEIMER & FRERE
TUNYNVg0NEF4Uk9QOGoyUVFFTUhJdz09,2004,NP,SHIROCCO,UE5CN0FVb2pEckhpVU1NeWNFNHNDQT09,16.0,SANS MOTIF,,,,,,,,,,,,,
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,1,workforce gb m.ps. 3 a.,RXVXVUZDNTBmcW80a1lCNFBpa3Qwdz09,13.0,Par: KING'S BEST  et SOVIET MOON (SADLER'S WELLS),(Corde:08),,SUC. KHALID  ABDULLAH,SIR MR. STOUTE,RYAN-LEE  MOORE,56 kg,2.285.600,,,,,,JUDDMONTE FARMS IRELAND
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,2,nakayama festa jpn m.ps. 4 a.,L0tOWlRjUkdkbWttb3FXeXhpVktzZz09,7.0,Par: STAY GOLD  et DEAR WINK (TIGHT SPOT),T (Corde:10),,SHINICHI  IZUMI,Y. NINOMIYA,MASAYOSHI  EBINA,"59,5kg",914.400,,,,,,ARAI BOKUJO
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,3,sarafina  f.ps. 3 a.,aXFKbGxtY2wzeEU3Zno4SFFSTVhhZz09,20.0,Par: REFUSE TO BEND  et SANARIYA (DARSHAAN),2.5 (Corde:03),,S.A.   AGA KHAN,A.DE ROYER DUPRE,GERALD  MOSSE,"54,5kg",457.200,,17.602,,,3.0,S.A.  AGA KHAN
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,4,behkabad  m.ps. 3 a.,MUFIbDcwdEM1TWVuQXBnckRKL3EvZz09,14.0,Par: CAPE CROSS  et BEHKARA (KRIS),1.5 (Corde:09),,S.A.   AGA KHAN,JC. ROUGET-(S),CHRISTOPHE-PATRICE  LEMAIRE,56 kg,228.400,,8.793,,,3.0,S.A.  AGA KHAN
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,5,fame and glory gb m.ps. 4 a.,UE15eDlDeGYrMHBMcDRYTEJZaHk3dz09,3.0,Par: MONTJEU  et GRYADA (SHIRLEY HEIGHTS),1.L (Corde:01),,D.SMITH/MME J.MAGNIER/M.TABOR,AP. O'BRIEN,JOHN-PATRICK  MURTAGH,"59,5kg",114.400,,,,,1.0,"PTARMIGAN BLOODSTOCK LTD,MLLE K. RAUSING"
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,6,marinous  m.ps. 4 a.,NFVobmo3Zm4zNFZ5VHhzOGFXWkJtUT09,2.0,Par: NUMEROUS  et MARENDE (PANORAMIC),1.L (Corde:17),,SAEED NASSER  AL ROMAITHI,FRE. HEAD (S),MR DAVY  BONILLA,"59,5kg",,,,S,,,"D. ELIAS DE PROENCA, J. ELIAS DE PROENCA,MLLE V. ELIAS DE PROENCA"
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,7,victoire pisa jpn m.ps. 3 a.,MnRZSnpld2dENHZCQlpydS9RZkRZZz09,19.0,Par: NEO UNIVERSE  et WHITEWATER AFFAIR (MACHIAVELLIAN),T (Corde:05),,Y. ICHIKAWA/T. YOSHIDA,K. SUMII,YUTAKA  TAKE,56 kg,,,,,,,SHADAI FARM
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,8,cavalryman gb m.ps. 4 a.,U3VRd1hQLzVTU3hVRW9iTkVCTVlkUT09,6.0,Par: HALLING  et SILVERSWORD (HIGHEST HONOR),1.L (Corde:04),,GODOLPHIN,S. BIN SUROOR,LANFRANCO  DETTORI,"59,5kg",,,,,,,DARLEY STUD MANAGEMENT CO. LTD
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,9,liang kay ger m.ps. 5 a.,dVd3OUVvWCtrdnFxcVVyMWRWNHNmdz09,10.0,Par: DAI JIN  et LINTON BAY (FUNAMBULE),4.L (Corde:20),,STALL EMINA,U. OSTMANN,STEPHANE  PASQUIER,"59,5kg",,,,,,,MME IE. ZIMMERMANN
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,10,youmzain ire m.ps. 7 a.,NnhGZ1B4bXkxSGtiYVFyMG9pN0cyQT09,1.0,Par: SINNDAR  et SADIMA (SADLER'S WELLS),(Corde:12),,JABER  ABDULLAH,MR. CHANNON,RICHARD  HUGHES,"59,5kg",,,,,,,F. DUNNE
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,--,pouvoir absolu (gb) m.ps. 5 a.,SDl5SnR4Rmd6V3oyV0dFNVVTMkcxQT09,4.0,Par: SADLER'S WELLS  et PINE CHIP (NUREYEV),(Corde:02),,ECURIE WILDENSTEIN,E. LELLOUCHE,SAMUEL  FARGEAT,"59,5kg",,,,,,2.0,DAYTON INVESTMENTS LTD
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,--,wiener walzer ger m.ps. 4 a.,cWNmWU43djZIbDhsSVhzQ3BrWlJ1UT09,5.0,Par: DYNAFORMER  et WALZERKOENIGIN (KINGMAMBO),(Corde:06),,GESTUT SCHLENDERHAN,J. HIRSCHBERGER,TOM P.  QUEALLY,"59,5kg",,,,,,,GESTUT SCHLENDERHAN
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,--,timos ger m.ps. 5 a.,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,8.0,Par: SHOLOKHOV  et TRICLARIA (SURUMU),(Corde:14),,SUC.  DE MORATALLA,T. DOUMEN (S),KIEREN-FRANCIS  FALLON,"59,5kg",,,,,,,GESTUT ETZEAN
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,--,duncan gb m.ps. 5 a.,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,9.0,Par: DALAKHANI  et DOLORES (DANEHILL),(Corde:16),,NORMANDIE STUD LIMITED,J. GOSDEN,WILLIAM  BUICK,"59,5kg",,,,,,,NORMANDIE STUD LIMITED
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,--,plumania (gb) f.ps. 4 a.,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,12.0,Par: ANABAA  et FEATHERQUEST (RAINBOW QUEST),(Corde:15),,WERTHEIMER & FRERE,A. FABRE,OLIVIER  PESLIER,58 kg,,,,,,,WERTHEIMER & FRERE
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,--,cape blanco ire m.ps. 3 a.,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,15.0,Par: GALILEO  et LAUREL DELIGHT (PRESIDIUM),(Corde:11),,D.SMITH/MME J.MAGNIER/M.TABOR,AP. O'BRIEN,CHRISTOPHE  SOUMILLON,56 kg,,,,,,1.0,"J. RONAN,  DES VERE HUNT FARM LTD"
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,--,lope de vega ire m.ps. 3 a.,eTRZem96TFdpWjd0SXNHWU92R1h5Zz09,17.0,Par: SHAMARDAL  et LADY VETTORI (VETTORI),(Corde:13),,GESTUT AMMERLAND,A. FABRE,MAXIME  GUYON,56 kg,,,,S,,,GESTUT AMMERLAND
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,--,midas touch gb m.ps. 3 a.,dVl6cnIxd1ZTSlg0TVZJK0g4QnVKZz09,18.0,Par: GALILEO  et APPROACH (DARSHAAN),(Corde:18),,MAGNIER/TABOR/SMITH/DENFORD,AP. O'BRIEN,JAMES-ANTHONY  HEFFERNAN,56 kg,,,,,,1.0,BELGRAVE BLOODSTOCK
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,DI,planteur (ire) m.ps. 3 a.,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,16.0,Par: DANEHILL DANCER  et PLANTE RARE (GIANT'S CAUSEWAY),2.L (Corde:07),,ECURIE WILDENSTEIN,E. LELLOUCHE,ANTHONY  CRASTUS,56 kg,,,,,,2.0,DAYTON INVESTMENTS LTD
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,2010,NP,TULLAMORE,aElqYUloS2ZkRzRIVFZXUmpBRTlRUT09,11.0,CERTIFICAT VETERINAIRE,,,,,,,,,,,,,
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,1,danedream ger f.ps. 3 a.,Vmx6VGluUndKMzd2TDZZTnJpWHIwQT09,15.0,Par: LOMITAS  et DANEDROP (DANEHILL),(Corde:02),,GESTUT B. EBERSTEIN/T. YOSHIDA,P. SCHIERGEN,ANDRASCH  STARKE,"54,5kg",2.285.600,,,S,,,GESTUT BRUMMERHOF
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,2,shareta (ire) f.ps. 3 a.,Y0pQOFZiSnRDb0syczM2cDdvWjNNdz09,13.0,Par: SINNDAR  et SHAWARA (BARATHEA),5.L (Corde:09),,S.A.   AGA KHAN,A.DE ROYER DUPRE,THIERRY  JARNET,"54,5kg",914.400,,35.204,,,2.0,S.A.  AGA KHAN
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,3,snow fairy ire f.ps. 4 a.,aEI5WHVyaVVDWGtHZExZWjlOUnBZZz09,8.0,Par: INTIKHAB  et WOODLAND DREAM (CHARNWOOD FOREST),ENC (Corde:11),,ANAMOINE LIMITED,EAL. DUNLOP,LANFRANCO  DETTORI,58 kg,457.200,,,,,,WINDFLOWER OVERSEAS HOLD. INC
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,4,so you think nz m.ps. 5 a.,bHVNbFlaeFJTRWhPc3NLeksvSSswQT09,6.0,Par: HIGH CHAPARRAL  et TRIASSIC (TIGHTS),1/2 (Corde:14),,SMITH/MME MAGNIER/TABOR/& CO,AP. O'BRIEN,JAMES-ANTHONY  HEFFERNAN,"59,5kg",228.400,,,,,1.0,"PIPER FARM LTD, MJ. MORAN"
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,5,st nicholas abbey ire m.ps. 4 a.,dldoMUVGaE40ZlJLN21YaWkwdXhUQT09,2.0,Par: MONTJEU  et LEAPING WATER (SURE BLADE),CTE (Corde:06),,D.SMITH/MME J.MAGNIER/M.TABOR,AP. O'BRIEN,JOSEPH PATRICK  O'BRIEN,"59,5kg",114.400,,,,,1.0,"BARTON BLOODSTOCK,  VILLIERS SYNDICATE"
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,6,meandre  m.ps. 3 a.,YWhNKzJ4SXd1QWl3MHo3Sm9QYjU0dz09,10.0,Par: SLICKLY  et PENNE (SEVRES ROSE),CTE (Corde:10),,FAMILLE ROTHSCHILD,A. FABRE,MAXIME  GUYON,56 kg,,,,S,,,FAMILLE ROTHSCHILD
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,7,sarafina  f.ps. 4 a.,aXFKbGxtY2wzeEU3Zno4SFFSTVhhZz09,7.0,Par: REFUSE TO BEND  et SANARIYA (DARSHAAN),CTE (Corde:13),,S.A.   AGA KHAN,A.DE ROYER DUPRE,CHRISTOPHE-PATRICE  LEMAIRE,58 kg,,,,,,2.0,S.A.  AGA KHAN
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,8,silver pond  m.ps. 4 a.,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,3.0,Par: ACT ONE  et SILVER FAME (QUEST FOR FAME),3/4 (Corde:15),,SAEED NASSER  AL ROMAITHI,C. LAFFON-PARIAS,MR THIERRY  THULLIEZ,"59,5kg",,,,,,,HARAS DU QUESNAY
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,9,galikova  f.ps. 3 a.,Vmo0cmJtL052cGU0aW4xUVVPNEV4dz09,16.0,Par: GALILEO  et BORN GOLD (BLUSHING GROOM),4.L (Corde:04),,WERTHEIMER & FRERE,FRE. HEAD (S),OLIVIER  PESLIER,"54,5kg",,,,,,,WERTHEIMER & FRERE
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,10,hiruno d'amour jpn m.ps. 4 a.,R1hVbXF5bW9rT2ZlK3YxSGU1NmlnZz09,4.0,Par: MANHATTAN CAFE  et SHARE ELEGANCE (LAMMTARRA),3/4 (Corde:01),,MASAFUMI  HIRUKAWA,M. KON,SHINJI  FUJITA,"59,5kg",,,,,,,HASHIMOTO BOKUJO
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,--,workforce gb m.ps. 4 a.,RXVXVUZDNTBmcW80a1lCNFBpa3Qwdz09,1.0,Par: KING'S BEST  et SOVIET MOON (SADLER'S WELLS),(Corde:08),,SUC. KHALID  ABDULLAH,SIR MR. STOUTE,RYAN-LEE  MOORE,"59,5kg",,,,,,,JUDDMONTE FARMS IRELAND
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,--,nakayama festa jpn m.ps. 5 a.,L0tOWlRjUkdkbWttb3FXeXhpVktzZz09,5.0,Par: STAY GOLD  et DEAR WINK (TIGHT SPOT),(Corde:16),,SHINICHI  IZUMI,Y. NINOMIYA,MASAYOSHI  EBINA,"59,5kg",,,,,,,ARAI BOKUJO
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,--,treasure beach gb m.ps. 3 a.,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,9.0,Par: GALILEO  et HONORINE (MARK OF ESTEEM),(Corde:12),,D.SMITH/MME J.MAGNIER/M.TABOR,AP. O'BRIEN,COLM  O'DONOGHUE,56 kg,,,,,,1.0,ASHLEY HOUSE STUD
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,--,masked marvel gb m.ps. 3 a.,NjZwRGF3YmhNc2pKbjZ0RTlTSC9IZz09,11.0,Par: MONTJEU  et WALDMARK (MARK OF ESTEEM),(Corde:05),,BJORN E.  NIELSEN,J. GOSDEN,WILLIAM  BUICK,56 kg,,,,S,,,NEWSELLS PARK STUD
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,--,reliable man (gb) m.ps. 3 a.,YkRwb2FOSTN4RktyWFJ3K1dLckVCZz09,12.0,Par: DALAKHANI  et ON FAIR STAGE (SADLER'S WELLS),(Corde:07),,PRIDE RACING CLUB,A.DE ROYER DUPRE,GERALD  MOSSE,56 kg,,,,,,,FAIR SALINIA LTD
TnJINVNUR1d3WGlCcUM5dUpZVDZwdz09,2011,--,testosterone (ire) f.ps. 3 a.,M28yQnU3bHkvTy9DYUROOUxKL0hCQT09,14.0,Par: DANSILI  et EPOPEE (SADLER'S WELLS),(Corde:03),,ECURIE LA BOETIE,P. BARY (S),STEPHANE  PASQUIER,"54,5kg",,,,,,,SCEA  LA POTERIE
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,1,sakhee usa m.ps. 4 a.,dFdtYXAvbk1SMUxyOHI0L1R5U1NpQT09,3.0,Par: BAHRI  et THAWAKIB (SADLER'S WELLS),(Corde:15),,GODOLPHIN,S. BIN SUROOR,LANFRANCO  DETTORI,"59,5kg",914.694,,,,,,SHADWELL FARM
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,2,aquarelliste  f.ps. 3 a.,Y2s5ZWxMbTd0SGo3TU1SejBhRUhHdz09,17.0,Par: DANEHILL  et AGATHE (MANILA),6.L (Corde:04),,SUC. DANIEL  WILDENSTEIN,E. LELLOUCHE,MR DOMINIQUE  BOEUF,"54,5kg",365.878,,60.98,,,,ALLEZ FRANCE STABLES
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,3,sagacity  m.ps. 3 a.,VG45RTdmYTlwV3U1ZnV6T0dLdDhaUT09,10.0,Par: HIGHEST HONOR  et SAGANECA (SAGACE),1.L (Corde:11),,SNC   LAGARDERE ELEVAGE,A. FABRE,YUTAKA  TAKE,56 kg,182.939,,30.49,,,1.0,SNC  LAGARDERE ELEVAGE
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,4,golan ire m.ps. 3 a.,Mjh1UWtDdXVuTnBveHBaZ0RWZ0FSZz09,15.0,Par: SPECTRUM  et HIGHLAND GIFT (GENEROUS),CTT (Corde:06),,SUC. LORD  WEINSTOCK,SIR MR. STOUTE,KIEREN-FRANCIS  FALLON,56 kg,91.469,,,,,,BALLYMACOLL STUD FARM LTD
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,5,milan gb m.ps. 3 a.,WHdRd3MzcGk5RUtCU3paWFUxZ3F3UT09,11.0,Par: SADLER'S WELLS  et KITHANGA (DARSHAAN),1.L (Corde:01),,MICHAEL TABOR/MME JOHN MAGNIER,AP. O'BRIEN,MR MICHAEL J.  KINANE,56 kg,45.735,,,,,2.0,FITTOCKS STUD LTD
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,6,little rock gb m.ps.+,bjN0NkdZMm0xRk5xWHgralpGQmh6Zz09,5.0,Par: WARNING  et MUCH TOO RISKY (BUSTINO),1.5 (Corde:16),,J.M.  GREETHAM,SIR MR. STOUTE,JAMES PETER  SPENCER,"59,5kg",,,,,,,JM. GREETHAM
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,7,hightori  m.ps. 4 a.,UWhuTjRaQjZpUGVHT1hLb0NjdVpTQT09,7.0,Par: VETTORI  et HIGH MECENE (HIGHEST HONOR),1/2 (Corde:09),,GARY A.  TANAKA,P. DEMERCASTEL,GERALD  MOSSE,"59,5kg",,,,,,,SCEA  ECURIE BADER
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,8,egyptband usa f.ps. 4 a.,bTF0a1pWZWQ3N29CUVFXMTVEM3NBQT09,9.0,Par: DIXIELAND BAND  et EGYPTOWN (TOP VILLE),3.L (Corde:10),,WERTHEIMER & FRERE,MME C. HEAD,OLIVIER  DOLEUZE,58 kg,,,,,,,WERTHEIMER & FRERE
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,9,anabaa blue (gb) m.ps. 3 a.,TDZWWU5GekZ4dWRDVzVobkh4Mk0xUT09,12.0,Par: ANABAA  et ALLEZ LES TROIS (RIVERMAN),2.5 (Corde:17),,CHARLES-ERIC  MIMOUNI,C. LERNER,CHRISTOPHE  SOUMILLON,56 kg,,,,,,,"HARAS D'ETREHAM,  M3 ELEVAGE"
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,10,foreign affairs gb m.ps. 3 a.,SUVEMTFjeEQ4bTA4cEV4MEJpV2ZuUT09,14.0,Par: HERNANDO  et ENTENTE CORDIALE (AFFIRMED),4.L (Corde:13),,THE SPECULATORS,SIR M. PRESCOTT,GEORGE  DUFFIELD,56 kg,,,,S,,,MLLE K. RAUSING
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,--,chimes at midnight usa m.ps. 4 a.,KzdsQ3UySnp2cUQremRBRFkzeWtWQT09,1.0,Par: DANZIG  et SURELY GEORGIE'S (ALLEGED),(Corde:05),,LUKE  COMER,L. COMER,WAYNE-JOHN  SMITH,"59,5kg",,,,,,,CALUMET FARM
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,--,anzillero ger m.ps.+,bXRyQWFlNHVYbEVFK1FCSms3QWdtQT09,2.0,Par: LAW SOCIETY  et ANZILLE (PLUGGED NICKLE),(Corde:08),,GESTUT ERLENHOF,DK. RICHARDSON,MR KEVIN  WOODBURN,"59,5kg",,,,,,,GESTUT ERLENHOF
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,--,holding court gb m.ps. 4 a.,NC9RNFdUenRDdDlWeldIV1JBK0twZz09,4.0,Par: HERNANDO  et INDIAN LOVE SONG (BE MY GUEST),(Corde:07),,J.R.  GOOD,SUC. MA. JARVIS,PHILIP-PETER  ROBINSON,"59,5kg",,,,,,,MME P. GOOD
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,--,idaho quest gb m.ps. 4 a.,d0Z1Y0VKZ3pMTEV4ZXdzTG1tem94QT09,6.0,Par: RAINBOW QUEST  et JAVANDRA (LYPHARD),(Corde:02),,PETER-HOLM  LASSEN,HA. PANTALL,MR THIERRY  THULLIEZ,"59,5kg",,,,S,,,JUDDMONTE FARMS IRELAND
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,--,honorifique  f.ps. 4 a.,dThvdkVybk85bHlNd0FTd3J0eWROUT09,8.0,Par: HIGHEST HONOR  et DANCEREINE (GROOM DANCER),(Corde:12),,JEAN-PIERRE  MIO,ROD. COLLET,THIERRY  GILLET,58 kg,,,,,,,SUC. B.DE TARRAGON
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,--,SADDLER'S CREEK USA M.PS. 3 a.,bWdOTHR3eHZLODVDRHh2VUdOYU5GQT09,13.0,Par: SADLER'S WELLS  et GLEEFUL (SEEKING THE GOLD),(Corde:14),,MME JOHN MAGNIER/MICHAEL TABOR,AP. O'BRIEN,PAUL J.  SCALLAN,56 kg,,,,S,,2.0,CALOGO BLOODSTOCK AG
SEpJc1NxR3pmNDFoaE9JR2JrODAzZz09,2001,--,diamilina  f.ps. 3 a.,MDJkV1FKMlNyNnd2dDl0QWdISjB5dz09,16.0,Par: LINAMIX  et DIAMONAKA (AKARAD),(Corde:03),,SNC   LAGARDERE ELEVAGE,A. FABRE,OLIVIER  PESLIER,"54,5kg",,,,S,,1.0,SNC  LAGARDERE ELEVAGE
c0xHRGZBeWkzcDhqa1orc0xLRjdQZz09,2019,1,waldgeist gb m.ps. 5 a.,RG1DS2Y3R0tTdWJjNmk1ZWpuelpmQT09,2.0,Par: GALILEO  et WALDLERCHE (MONSUN),(Corde:03),,GESTUT AMMERLAND/NEWSELLS PARK,A. FABRE (S),PIERRE-CHARLES  BOUDOT,"59,5kg",2.857.000,,,,,,THE WALDLERCHE PARTNERSHIP
c0xHRGZBeWkzcDhqa1orc0xLRjdQZz09,2019,2,enable gb f.ps. 5 a.,cHRPK0JXeWl3U2d5a3Y0T0xiSHBQQT09,8.0,Par: NATHANIEL  et CONCENTRIC (SADLER'S WELLS),7/4 (Corde:09),,SUC. KHALID  ABDULLAH,J. GOSDEN,LANFRANCO  DETTORI,58 kg,1.143.000,,,,,,JUDDMONTE FARMS IRELAND
c0xHRGZBeWkzcDhqa1orc0xLRjdQZz09,2019,3,sottsass  m.ps. 3 a.,VmpxdVlzR1R1VGNtdUxJOGVxL0VGZz09,12.0,Par: SIYOUNI  et STARLET'S SISTER (GALILEO),7/4 (Corde:01),,WHITE BIRCH FARM,JC. ROUGET (S),CRISTIAN  DEMURO,"56,5kg",571.500,,27.0,,,,ECURIE DES MONCEAUX
c0xHRGZBeWkzcDhqa1orc0xLRjdQZz09,2019,4,japan gb m.ps. 3 a.,aER2UWw3NU5WUWlhNHZoRno1Y1FJdz09,10.0,Par: GALILEO  et SHASTYE (DANEHILL),1/2 (Corde:10),,D.SMITH/MME J.MAGNIER/M.TABOR,AP. O'BRIEN,RYAN-LEE  MOORE,"56,5kg",285.500,,,,,,NEWSELLS PARK STUD
c0xHRGZBeWkzcDhqa1orc0xLRjdQZz09,2019,5,magical ire f.ps. 4 a.,SVBpN2FvMnJyN1hZYkJ2dUNVRWxDUT09,9.0,Par: GALILEO  et HALFWAY TO HEAVEN (PIVOTAL),6.L (Corde:08),,D.SMITH/MME J.MAGNIER/M.TABOR,AP. O'BRIEN,DONNACHA AIDAN  O'BRIEN,58 kg,143.000,,,,,,"ORPENDALE,  CHELSTON (IRELAND),  WYNATT"
c0xHRGZBeWkzcDhqa1orc0xLRjdQZz09,2019,6,soft light  m.ps. 3 a.,dlFLNFhzN2c3WStrNWd3a090Zy9pQT09,11.0,Par: AUTHORIZED  et LIGHT SABER (KENDOR),3.5 (Corde:06),,CLAUDIO  MARZOCCO,JC. ROUGET (S),YUTAKA  TAKE,"56,5kg",,,,S,,,"SARL  JEDBURGH STUD,MME I. CORBANI"
c0xHRGZBeWkzcDhqa1orc0xLRjdQZz09,2019,7,kiseki jpn m.ps. 5 a.,RGpqVzFISThLazdkQm1zRVFKaDJuUT09,4.0,Par: RULERSHIP  et BLITZ FINALE (DEEP IMPACT),8.L (Corde:07),,MME TATSUE  ISHIKAWA,K. SUMII,CHRISTOPHE  SOUMILLON,"59,5kg",,,,,,,SHIMOKOBE FARM
c0xHRGZBeWkzcDhqa1orc0xLRjdQZz09,2019,8,nagano gold gb m.ps. 5 a.,bEZ1Zko4L2lMSG40aHRaa3owaVB4Zz09,7.0,Par: SIXTIES ICON  et NEVER ENOUGH (MONSUN),4.5 (Corde:11),,SYNDIKAT V3J,V. LUKA,MICKAEL  BARZALONA,"59,5kg",,,,,,,"J. KNIGHT, EJ. CANTILLON"
c0xHRGZBeWkzcDhqa1orc0xLRjdQZz09,2019,9,french king (gb) m.ps. 4 a.,bUZEU1hQSjJkbXFqNDBtcGhSSVFydz09,1.0,Par: FRENCH FIFTEEN  et MARINA PICCOLA (HALLING),4.5 (Corde:05),,S.A. CHEIKH ABDULLAH BIN KHALIFA  AL THA,HA. PANTALL,OLIVIER  PESLIER,"59,5kg",,,,,,,UMM QARN MANAGEMENT CO. LTD
c0xHRGZBeWkzcDhqa1orc0xLRjdQZz09,2019,10,ghaiyyath ire m.ps. 4 a.,OEVXa3VKb1gwRzVtenBOdkFVdjJBZz09,3.0,Par: DUBAWI  et NIGHTIME (GALILEO),2.5 (Corde:12),,GODOLPHIN,C. APPLEBY,WILLIAM  BUICK,"59,5kg",,,,,,,SPRINGBANK WAY STUD
c0xHRGZBeWkzcDhqa1orc0xLRjdQZz09,2019,11,blast onepiece jpn m.ps. 4 a.,bytINmx4MVZBT3Z1cGlVTTEzYUlTQT09,5.0,Par: HARBINGER  et TSURUMARU ONEPIECE (KING KAMEHAMEHA),NEZ (Corde:04),,SILK RACING CO. LTD,M. OTAKE,YUGA  KAWADA,"59,5kg",,,,,,,NORTHERN FARM
c0xHRGZBeWkzcDhqa1orc0xLRjdQZz09,2019,12,fierement jpn m.ps. 4 a.,cTI2WHFvOXhGY0pXUmJCSDBpRWgyQT09,6.0,Par: DEEP IMPACT  et LUNE D'OR (GREEN TUNE),15L (Corde:02),,SUNDAY RACING CO. LTD,T. TEZUKA,CHRISTOPHE-PATRICE  LEMAIRE,"59,5kg",,,,,,,NORTHERN RACING
R21WbFZRdWs5ZENuRDI4VTA1cVZudz09,1999,1,montjeu (ire) m.ps. 3 a.,alRCUjJscmNsR0xuQUFjV2d1cVpOZz09,11.0,Par: SADLER'S WELLS  et FLORIPEDES (TOP VILLE),(Corde:04),,MICHAEL  TABOR,JE. HAMMOND,MR MICHAEL J.  KINANE,56 kg,609.796,,95.281,,,1.0,SUC. J. GOLDSMITH
R21WbFZRdWs5ZENuRDI4VTA1cVZudz09,1999,2,el condor pasa usa m.ps. 4 a.,cEZDR25PdjRiTEk2OUlsVmgvS1VHQT09,5.0,Par: KINGMAMBO  et SADDLERS GAL (SADLER'S WELLS),1/2 (Corde:01),,TAKASHI  WATANABE,Y. NINOMIYA,MASAYOSHI  EBINA,"59,5kg",243.918,,,,,,T. WATANABE
